0.0	1539.9
5	1509.5
10	1428.6
15.0	1345.9
20.0	1235.9
25.0	1181.0
30.0	1135.0
35.0	1067.2
40.0	1039.6
45.0	1039.7
50.0	1012.8
55.0	996.8
60.0	996.0
65.0	1012.5
70.0	1012.7
75.0	1019.3
80.0	1017.8
85.0	1006.1
90.0	1001.4
95.0	1017.7
100.0	1009.2
105.0	1001.6
110.0	1020.2
115.0	995.1
120.0	1003.7
125.0	997.0
130.0	1003.9
135.0	1015.9
140.0	1007.9
145.0	1008.4
150.0	1000.4
155.0	1014.0
160.0	1005.8
165.0	1003.1
170.0	1026.1
175.0	1013.1
180.0	994.7
185.0	989.3
190.0	1008.7
195.0	1009.4
200.0	1006.6
205.0	999.9
210.0	1001.6
215.0	1011.0
220.0	1010.6
225.0	995.3
230.0	1016.9
235.0	1014.5
240.0	1000.7
245.0	1029.9
250.0	997.0
255.0	1015.9
260.0	1025.9
265.0	1024.1
270.0	1009.9
275.0	1020.2
280.0	998.1
285.0	1005.2
290.0	1010.5
295.0	998.0
300.0	1017.4
305.0	1009.3
310.0	1003.4
315.0	1017.7
320.0	1002.0
325.0	998.7
330.0	998.7
335.0	1015.2
340.0	994.2
345.0	1012.5
350.0	1009.0
355.0	1005.1
360.0	1008.0
365.0	994.2
370.0	1049.2
375.0	1003.7
380.0	1019.5
385.0	981.7
390.0	1020.6
395.0	1028.1
400.0	1008.0
405.0	1001.5
410.0	1000.2
415.0	995.6
420.0	996.2
425.0	1020.1
430.0	1012.2
435.0	1011.8
440.0	1012.3
445.0	1002.3
450.0	1012.7
455.0	1004.2
460.0	1003.3
465.0	1018.5
470.0	1008.9
475.0	1024.8
480.0	1029.4
485.0	1001.0
490.0	1020.9
495.0	1022.5
