0.0	1067.6
5	1062.3
10	1040.1
15.0	1039.7
20.0	1051.8
25.0	1028.7
30.0	1020.4
35.0	1009.8
40.0	1010.7
45.0	1020.9
50.0	1004.1
55.0	1011.7
60.0	1016.5
65.0	1010.8
70.0	1000.1
75.0	1012.3
80.0	1012.3
85.0	1000.3
90.0	1008.8
95.0	1013.0
100.0	1002.6
105.0	1015.1
110.0	1011.3
115.0	1015.9
120.0	1009.5
125.0	1005.8
130.0	1003.0
135.0	1015.4
140.0	1015.5
145.0	1004.7
150.0	1008.7
155.0	1003.3
160.0	1023.5
165.0	994.3
170.0	1029.6
175.0	1015.2
180.0	996.6
185.0	999.0
190.0	1008.3
195.0	1019.8
200.0	1013.2
205.0	1004.2
210.0	1022.3
215.0	1011.4
220.0	1019.4
225.0	994.0
230.0	1020.1
235.0	1021.8
240.0	1002.2
245.0	1009.5
250.0	1018.0
255.0	1014.8
260.0	1016.1
265.0	1010.4
270.0	990.3
275.0	1018.2
280.0	1022.8
285.0	1000.5
290.0	1026.0
295.0	1016.3
300.0	994.7
305.0	1001.3
310.0	1017.3
315.0	1016.3
320.0	1000.8
325.0	1014.7
330.0	1011.0
335.0	1011.7
340.0	1018.8
345.0	1020.4
350.0	1001.0
355.0	1003.9
360.0	1016.3
365.0	1012.6
370.0	1040.1
375.0	1024.9
380.0	1021.4
385.0	998.5
390.0	1021.6
395.0	1023.3
400.0	1013.9
405.0	1024.0
410.0	1025.3
415.0	1005.2
420.0	1007.6
425.0	997.9
430.0	1017.4
435.0	1002.3
440.0	1015.5
445.0	1029.0
450.0	989.9
455.0	1010.6
460.0	1016.2
465.0	1010.7
470.0	990.8
475.0	1028.2
480.0	1019.3
485.0	1017.6
490.0	999.2
495.0	1004.5
