0.0	1036.0
5	1012.6
10	1000.9
15.0	992.3
20.0	1002.9
25.0	1014.3
30.0	1013.1
35.0	1004.0
40.0	1015.1
45.0	1018.2
50.0	1006.5
55.0	1004.1
60.0	1021.7
65.0	1007.7
70.0	1010.6
75.0	1009.3
80.0	995.5
85.0	1022.3
90.0	1012.2
95.0	1003.1
100.0	1018.1
105.0	1022.2
110.0	1012.9
115.0	987.3
120.0	1019.5
125.0	1029.2
130.0	994.4
135.0	1031.8
140.0	1011.2
145.0	1028.2
150.0	997.9
155.0	1035.7
160.0	1011.2
165.0	1018.8
170.0	1012.7
175.0	1009.3
180.0	996.8
185.0	997.7
190.0	1002.8
195.0	1006.1
200.0	1017.2
205.0	1000.2
210.0	1011.9
215.0	1021.3
220.0	1021.3
225.0	1007.4
230.0	1011.4
235.0	1002.9
240.0	1016.3
245.0	992.6
250.0	988.9
255.0	1017.8
260.0	1026.7
265.0	1004.2
270.0	998.0
275.0	994.0
280.0	1015.2
285.0	1009.6
290.0	1015.3
295.0	1009.9
300.0	1010.2
305.0	1003.0
310.0	1012.8
315.0	1017.3
320.0	1008.8
325.0	1023.0
330.0	1015.4
335.0	1022.7
340.0	1019.5
345.0	1013.3
350.0	1010.8
355.0	1007.4
360.0	1008.6
365.0	1017.6
370.0	1005.2
375.0	1018.7
380.0	1006.3
385.0	1004.8
390.0	1010.0
395.0	1011.2
400.0	992.5
405.0	1003.5
410.0	1006.4
415.0	1016.2
420.0	1026.2
425.0	1011.8
430.0	1006.0
435.0	1008.0
440.0	1017.8
445.0	1020.2
450.0	1013.5
455.0	1011.5
460.0	999.2
465.0	1021.3
470.0	1011.1
475.0	1006.5
480.0	1007.1
485.0	1013.5
490.0	1029.3
495.0	1010.3
